1654812617219,1091,Home Blazedemo/-4,200,OK,BlazeDemo  1-1,text,false,"The operation lasted too long: It took 1,091 milliseconds, but should not have lasted longer than 600 milliseconds.",1469,466,1,1,https://blazedemo.com/,1090,0,858
1654812618618,203,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-1,text,true,,1610,650,1,1,https://blazedemo.com/reserve.php,201,0,0
1654812619130,299,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-1,text,true,,1698,708,1,1,https://blazedemo.com/purchase.php,298,0,0
1654812619735,221,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-1,text,true,,1551,848,1,1,https://blazedemo.com/confirmation.php,220,0,0
1654812632141,438,Home Blazedemo/-4,200,OK,BlazeDemo  1-2,text,true,,1405,466,1,1,https://blazedemo.com/,438,0,170
1654812632885,248,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-2,text,true,,1487,650,1,1,https://blazedemo.com/reserve.php,247,0,0
1654812633446,341,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-2,text,true,,1799,708,1,1,https://blazedemo.com/purchase.php,340,0,0
1654812634093,213,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-2,text,true,,1545,847,1,1,https://blazedemo.com/confirmation.php,213,0,0
1654812647140,453,Home Blazedemo/-4,200,OK,BlazeDemo  1-3,text,true,,1418,466,1,1,https://blazedemo.com/,453,0,159
1654812647903,240,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-3,text,true,,1536,650,1,1,https://blazedemo.com/reserve.php,240,0,0
1654812648447,269,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-3,text,true,,1627,708,1,1,https://blazedemo.com/purchase.php,265,0,0
1654812649021,217,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-3,text,true,,1540,848,1,1,https://blazedemo.com/confirmation.php,216,0,0
1654812662139,378,Home Blazedemo/-4,200,OK,BlazeDemo  1-4,text,true,,1412,466,1,1,https://blazedemo.com/,378,0,146
1654812662827,514,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-4,text,true,,1484,650,1,1,https://blazedemo.com/reserve.php,513,0,0
1654812663648,199,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-4,text,true,,1711,708,1,1,https://blazedemo.com/purchase.php,199,0,0
1654812664158,256,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-4,text,true,,1488,849,1,1,https://blazedemo.com/confirmation.php,255,0,0
1654812677138,350,Home Blazedemo/-4,200,OK,BlazeDemo  1-5,text,true,,1512,466,1,1,https://blazedemo.com/,350,0,156
1654812677800,282,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-5,text,true,,1536,650,1,1,https://blazedemo.com/reserve.php,282,0,0
1654812678392,216,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-5,text,true,,1813,708,1,1,https://blazedemo.com/purchase.php,216,0,0
1654812678923,215,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-5,text,true,,1507,855,1,1,https://blazedemo.com/confirmation.php,214,0,0
1654812692129,555,Home Blazedemo/-4,200,OK,BlazeDemo  1-6,text,true,,1441,466,1,1,https://blazedemo.com/,554,0,153
1654812692995,337,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-6,text,true,,1510,650,1,1,https://blazedemo.com/reserve.php,336,0,0
1654812693643,220,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-6,text,true,,1659,708,1,1,https://blazedemo.com/purchase.php,217,0,0
1654812694171,351,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-6,text,true,,1573,845,1,1,https://blazedemo.com/confirmation.php,351,0,0
1654812707133,406,Home Blazedemo/-4,200,OK,BlazeDemo  1-7,text,true,,1346,466,1,1,https://blazedemo.com/,406,0,159
1654812707846,350,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-7,text,true,,1460,650,1,1,https://blazedemo.com/reserve.php,349,0,0
1654812708498,491,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-7,text,true,,1762,708,1,1,https://blazedemo.com/purchase.php,490,0,0
1654812709291,226,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-7,text,true,,1502,855,1,1,https://blazedemo.com/confirmation.php,226,0,0
1654812722141,484,Home Blazedemo/-4,200,OK,BlazeDemo  1-8,text,true,,1406,466,1,1,https://blazedemo.com/,484,0,149
1654812722935,238,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-8,text,true,,1619,650,1,1,https://blazedemo.com/reserve.php,237,0,0
1654812723479,324,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-8,text,true,,1717,708,1,1,https://blazedemo.com/purchase.php,324,0,0
1654812724117,267,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-8,text,true,,1567,859,1,1,https://blazedemo.com/confirmation.php,266,0,0
1654812737127,395,Home Blazedemo/-4,200,OK,BlazeDemo  1-9,text,true,,1396,466,1,1,https://blazedemo.com/,395,0,152
1654812737831,195,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-9,text,true,,1408,650,1,1,https://blazedemo.com/reserve.php,195,0,0
1654812738342,1259,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-9,text,false,"The operation lasted too long: It took 1,259 milliseconds, but should not have lasted longer than 600 milliseconds.",1816,708,1,1,https://blazedemo.com/purchase.php,1259,0,0
1654812739914,209,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-9,text,true,,1567,850,1,1,https://blazedemo.com/confirmation.php,209,0,0
1654812752140,435,Home Blazedemo/-4,200,OK,BlazeDemo  1-10,text,true,,1376,466,1,1,https://blazedemo.com/,435,0,166
1654812752887,428,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-10,text,true,,1447,650,1,1,https://blazedemo.com/reserve.php,427,0,0
1654812753617,251,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-10,text,true,,1648,708,1,1,https://blazedemo.com/purchase.php,251,0,0
1654812754177,220,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-10,text,true,,1569,857,1,1,https://blazedemo.com/confirmation.php,219,0,0
1654812767130,374,Home Blazedemo/-4,200,OK,BlazeDemo  1-11,text,true,,1462,466,1,1,https://blazedemo.com/,374,0,152
1654812767808,233,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-11,text,true,,1630,650,1,1,https://blazedemo.com/reserve.php,232,0,0
1654812768354,213,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-11,text,true,,1647,708,1,1,https://blazedemo.com/purchase.php,210,0,0
1654812768868,213,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-11,text,true,,1509,862,1,1,https://blazedemo.com/confirmation.php,212,0,0
1654812782136,406,Home Blazedemo/-4,200,OK,BlazeDemo  1-12,text,true,,1363,466,1,1,https://blazedemo.com/,406,0,157
1654812782858,323,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-12,text,true,,1392,650,1,1,https://blazedemo.com/reserve.php,323,0,0
1654812783495,330,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-12,text,true,,1641,708,1,1,https://blazedemo.com/purchase.php,329,0,0
1654812784133,296,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-12,text,true,,1502,846,1,1,https://blazedemo.com/confirmation.php,296,0,0
1654812797128,380,Home Blazedemo/-4,200,OK,BlazeDemo  1-13,text,true,,1535,466,1,1,https://blazedemo.com/,380,0,151
1654812797813,318,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-13,text,true,,1395,650,1,1,https://blazedemo.com/reserve.php,318,0,0
1654812798445,290,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-13,text,true,,1765,708,1,1,https://blazedemo.com/purchase.php,290,0,0
1654812799051,226,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-13,text,true,,1479,859,1,1,https://blazedemo.com/confirmation.php,226,0,0
1654812812122,530,Home Blazedemo/-4,200,OK,BlazeDemo  1-14,text,true,,1494,466,1,1,https://blazedemo.com/,530,0,159
1654812812963,205,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-14,text,true,,1624,650,1,1,https://blazedemo.com/reserve.php,204,0,0
1654812813476,231,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-14,text,true,,1775,708,1,1,https://blazedemo.com/purchase.php,230,0,0
1654812814012,223,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-14,text,true,,1477,848,1,1,https://blazedemo.com/confirmation.php,222,0,0
1654812827132,563,Home Blazedemo/-4,200,OK,BlazeDemo  1-15,text,true,,1366,466,1,1,https://blazedemo.com/,563,0,163
1654812827996,233,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-15,text,true,,1415,650,1,1,https://blazedemo.com/reserve.php,233,0,0
1654812828543,299,Elejir vuelo/purchase.php-9,200,OK,BlazeDemo  1-15,text,true,,1629,708,1,1,https://blazedemo.com/purchase.php,298,0,0
1654812829152,269,Ingresar Datos/confirmation.php-16,200,OK,BlazeDemo  1-15,text,true,,1590,847,1,1,https://blazedemo.com/confirmation.php,268,0,0
1654812842133,350,Home Blazedemo/-4,200,OK,BlazeDemo  1-16,text,true,,1546,466,1,1,https://blazedemo.com/,349,0,150
1654812842796,221,Elejir Ciudades/reserve.php-8,200,OK,BlazeDemo  1-16,text,true,,1426,650,1,1,https://blazedemo.com/reserve.php,220,0,0
